codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,11,1238.282,98.805,0.0007,2.086,-13.903,-34.133,-53.403,-2.138,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,12,1350.854,-47.9796,-0.0005,2.352,-16.853,-4.651,-43.205,-2.548,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,1,112.571,0.7415,0.0064,24.981,-0.013,-24.959,nan,nan,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,2,225.142,0.5542,-0.004,12.668,-0.018,-28.321,nan,nan,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,3,337.713,1.0982,-0.0005,8.442,-0.2,-24.704,-12.119,-12.719,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,4,450.285,0.6107,0.0012,8.093,-0.078,-37.285,nan,nan,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,5,562.856,0.5369,-0.0019,4.856,-0.132,-13.651,-14.673,-12.197,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,6,675.427,-0.2378,-0.0005,3.99,-0.047,-19.064,93.198,-7.642,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,7,787.998,-84.9012,0.0005,5.334,-2.1,-7.879,-0.008,-2.1,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,8,900.569,-74.5241,0.0012,3.216,-1.348,-16.394,-0.24,-1.258,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,9,1013.14,61.7536,-0.0005,2.566,-1.547,-12.011,0.361,-1.404,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,10,1125.711,-0.6985,0.0002,2.535,-0.907,-11.282,-32.693,-5.905,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,11,1238.282,-0.9804,0.0007,3.33,-1.173,-17.507,-55.318,-0.835,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,12,1350.854,-48.8251,-0.0005,1.871,-13.217,-8.985,-45.161,-2.189,0.5246,0.5374
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,1,214.975,-0.1692,0.0045,13.088,0.0,-24.094,nan,nan,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,2,429.95,-0.1289,-0.001,6.544,-0.006,-20.483,20.174,-15.141,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,3,644.926,0.1556,0.0008,4.3,-0.018,-13.56,-26.7,-11.785,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,4,859.901,-0.1373,-0.001,3.364,-0.025,-4.165,38.523,-1.975,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,5,1074.876,47.6018,0.0001,2.762,-13.602,-16.363,-49.057,-10.093,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,6,1289.851,33.533,0.0008,2.23,-20.794,-6.271,40.82,-0.373,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,7,1504.826,-5.5103,-0.0002,1.902,-15.566,-23.038,34.34,-5.866,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,8,1719.802,49.8456,0.0004,1.791,-17.587,-10.065,30.234,-2.65,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,9,1934.777,40.2817,-0.0004,1.541,-31.88,-3.852,35.902,-3.66,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,10,2149.752,-40.4986,0.0001,1.491,-17.689,-22.512,28.244,-7.485,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,11,2364.727,61.2997,-0.0005,1.148,-12.809,-13.675,25.573,-2.068,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,12,2579.702,23.5038,-0.0001,1.061,-45.176,-34.242,-89.342,-4.608,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,1,214.975,-0.1633,0.0045,13.088,0.0,-21.14,nan,nan,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,2,429.95,0.0259,-0.001,6.451,0.0,-19.299,-40.262,-13.881,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,3,644.926,0.0381,0.0008,4.424,-0.002,-19.943,-40.482,-9.218,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,4,859.901,0.2419,-0.001,3.732,-0.044,-6.528,-40.592,-4.427,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,5,1074.876,40.8767,0.0001,5.831,-12.36,-17.939,-57.115,-4.846,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,6,1289.851,47.0849,0.0008,2.541,-7.579,-9.759,39.95,-0.088,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,7,1504.826,-5.3869,-0.0002,1.902,-15.55,-16.788,45.43,-2.411,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,8,1719.802,49.8196,0.0004,1.589,-19.597,-6.664,78.879,-4.456,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,9,1934.777,39.9843,-0.0004,1.581,-17.994,-15.342,44.467,-0.907,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,10,2149.752,-40.6304,0.0001,1.34,-10.589,-16.715,55.716,-1.691,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,11,2364.727,25.6998,-0.0005,1.139,-12.714,-15.144,64.624,-4.162,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,12,2579.702,23.5083,-0.0001,1.061,-22.479,-28.125,-86.013,-9.929,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,1,214.975,0.0693,0.0045,13.087,-0.001,-26.379,nan,nan,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,2,429.95,0.04,-0.001,6.543,0.0,-19.49,20.903,-12.477,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,3,644.926,0.2055,0.0008,4.546,-0.028,-22.267,52.572,-12.724,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,4,859.901,-0.3194,-0.001,3.457,-0.111,-15.391,21.039,-5.407,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,5,1074.876,41.6183,0.0001,2.735,-13.634,-20.58,47.952,-1.289,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,6,1289.851,38.5647,0.0008,2.434,-6.926,-0.524,42.23,-1.584,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,7,1504.826,-5.6341,-0.0002,1.796,-9.935,-6.899,-17.649,-6.342,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,8,1719.802,30.0013,0.0004,1.721,-11.663,-7.095,35.095,-3.052,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,9,1934.777,31.4147,-0.0004,1.508,-17.027,-6.738,35.581,-5.206,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,10,2149.752,-40.5191,0.0001,1.359,-19.219,-20.304,-32.356,-7.416,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,11,2364.727,61.4541,-0.0005,1.197,-14.166,-22.176,57.863,-3.028,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,12,2579.702,23.5326,-0.0001,1.046,-21.884,-31.278,-89.18,-0.626,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,1,217.473,-0.136,-0.0049,12.938,-0.003,-31.594,nan,nan,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,2,434.946,-0.0047,0.0005,6.559,0.0,-48.59,58.043,-16.965,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,3,652.419,0.1287,-0.0013,4.312,-0.007,-14.503,39.947,-13.336,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,4,869.892,14.8065,0.0005,3.478,-1.211,-17.705,-0.145,-1.196,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,5,1087.365,24.2328,-0.0006,2.587,-15.384,-11.607,19.974,-10.292,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,6,1304.839,20.4045,0.0005,4.864,-12.013,-0.66,29.679,-3.163,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,7,1522.312,58.962,-0.0003,1.811,-7.915,-20.714,34.078,-0.012,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,8,1739.785,15.0537,0.0005,2.077,-9.131,-11.575,28.813,-4.293,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,9,1957.258,32.755,-0.0001,1.41,-15.322,-22.172,21.17,-2.653,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,10,2174.731,24.1929,0.0005,1.33,-15.277,-10.403,34.698,-3.506,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,11,2392.204,37.8386,-0.0,1.475,-26.875,-29.269,31.775,-4.722,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,0,217.4731,12,2609.677,5.1483,-0.0004,1.09,-16.49,-35.275,20.07,-13.426,8.0008,-0.0864
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,1,217.473,0.3015,-0.0049,12.934,-0.003,-30.585,nan,nan,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,2,434.946,-0.01,0.0005,6.559,0.0,-37.34,59.364,-18.026,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,3,652.419,0.0021,-0.0013,4.373,0.0,-24.639,40.006,-17.131,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,4,869.892,-0.0206,0.0005,3.28,0.0,-22.059,30.067,-2.193,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,5,1087.365,25.5501,-0.0006,2.765,-30.576,-18.24,30.317,-9.074,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,6,1304.839,19.916,0.0005,2.402,-17.15,-7.246,10.075,-11.291,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,7,1522.312,34.876,-0.0003,2.296,-10.265,-22.67,42.226,-2.234,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,8,1739.785,14.944,0.0005,1.671,-4.49,-13.945,22.889,-2.318,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,9,1957.258,20.1509,-0.0001,1.741,-13.324,-11.57,26.741,-0.77,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,10,2174.731,29.6076,0.0005,1.451,-11.788,-14.191,35.484,-0.874,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,11,2392.204,37.7716,-0.0,1.28,-14.011,-25.107,48.349,-3.456,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,1,217.4731,12,2609.677,5.2183,-0.0004,1.06,-16.692,-23.781,-96.869,-11.479,3.8493,0.1483
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,1,217.473,0.0044,-0.0049,12.937,0.0,-39.503,nan,nan,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,2,434.946,0.3273,0.0005,6.558,-0.032,-48.381,-28.946,-17.487,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,3,652.419,0.0124,-0.0013,4.312,0.0,-20.567,41.133,-17.497,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,4,869.892,0.2095,0.0005,3.006,-0.061,-24.219,15.501,-2.191,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,5,1087.365,24.9095,-0.0006,2.73,-15.04,-17.981,12.103,-8.174,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,6,1304.839,20.1825,0.0005,1.981,-8.538,-19.672,10.166,-1.599,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,7,1522.312,34.0313,-0.0003,1.863,-5.984,-27.09,42.099,-0.122,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,8,1739.785,37.1791,0.0005,1.65,-11.714,-18.709,22.439,-0.26,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,9,1957.258,33.1202,-0.0001,1.37,-9.01,-14.295,96.982,-2.218,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,10,2174.731,23.8874,0.0005,1.222,-11.955,-16.834,-60.62,-2.709,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,11,2392.204,32.5222,-0.0,1.203,-18.504,-29.189,21.679,-2.827,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,-20.0,2,217.4731,12,2609.677,5.1679,-0.0004,1.075,-15.816,-36.261,-97.077,-6.859,5.5464,0.1861
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,1,220.0,0.069,-0.0006,12.787,0.0,0.0,nan,nan,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,2,440.0,0.0806,-0.0006,6.304,-0.001,-0.001,-18.551,-18.913,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,3,660.0,-0.0396,-0.0006,4.323,-0.002,-2.417,nan,nan,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,4,880.0,-0.103,-0.0006,3.287,-0.014,-0.014,9.619,-9.065,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,5,1100.0,7.923,-0.0006,2.546,-17.996,-15.953,15.395,-10.725,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,6,1320.0,-0.3167,-0.0006,2.192,-0.264,-7.785,-19.492,-13.778,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,7,1540.0,16.5,-0.0006,1.784,-15.548,-19.718,28.287,-2.153,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,8,1760.0,9.6437,-0.0006,1.612,-16.302,-16.302,4.327,-8.376,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,9,1980.0,0.5167,-0.0006,1.841,-0.928,-6.752,-3.897,-6.75,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,10,2200.0,15.3162,0.0005,1.66,-9.427,-12.154,-3.831,-2.825,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,11,2420.0,7.207,0.0004,1.223,-14.29,-28.521,20.341,-6.733,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,0,220.0,12,2640.0,-13.1602,0.0003,1.089,-16.448,-26.886,-3.326,-8.007,1.5218,0.0717
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,1,220.0,0.0427,-0.0006,12.968,0.0,0.0,nan,nan,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,2,440.0,-0.1221,-0.0006,6.305,-0.005,-0.005,nan,nan,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,3,660.0,-0.0039,-0.0006,4.323,0.0,-2.638,-26.854,-17.179,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,4,880.0,-0.168,-0.0006,3.242,-0.035,-0.035,9.664,-10.532,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,5,1100.0,7.593,-0.0006,2.726,-9.646,-25.989,-0.603,-8.684,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,6,1320.0,1.1053,-0.0006,3.24,-0.93,-15.333,-3.506,-4.916,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,7,1540.0,16.5491,-0.0006,1.682,-10.006,-19.002,33.367,-4.595,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,8,1760.0,7.4001,-0.0006,4.369,-0.643,-0.643,-0.125,-0.601,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,9,1980.0,0.223,-0.0006,1.861,-0.186,-6.505,8.852,-4.394,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,10,2200.0,15.4769,0.0005,1.66,-10.584,-8.02,7.827,-2.661,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,11,2420.0,24.9863,0.0004,1.227,-15.563,-22.571,14.18,-0.013,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,1,220.0,12,2640.0,-13.1461,0.0003,1.074,-23.09,-29.813,6.182,-13.501,1.6604,-0.03
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,1,220.0,0.0276,-0.0006,12.608,0.0,0.0,nan,nan,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,2,440.0,0.0332,-0.0006,6.394,0.0,0.0,18.819,-18.475,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,3,660.0,0.0353,-0.0006,4.263,0.0,-2.749,12.154,-18.083,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,4,880.0,-0.0539,-0.0006,3.287,-0.004,-0.004,9.664,-11.081,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,5,1100.0,7.7527,-0.0006,3.012,-12.516,-16.903,-1.18,-8.497,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,6,1320.0,-0.1854,-0.0006,2.222,-0.091,-8.109,6.242,-18.272,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,7,1540.0,27.9817,-0.0006,1.949,-6.55,-15.721,17.011,-0.047,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,8,1760.0,4.7553,-0.0006,1.729,-10.08,-10.08,10.067,-7.891,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,9,1980.0,0.1005,-0.0006,1.541,-0.041,-19.589,4.087,-5.328,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,10,2200.0,15.5998,0.0005,1.374,-15.255,-24.077,-3.795,-4.505,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,11,2420.0,10.776,0.0004,1.269,-15.945,-19.442,14.359,-7.985,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,0.0,2,220.0,12,2640.0,-13.157,0.0003,1.074,-14.883,-29.357,3.204,-8.648,1.1316,0.0261
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,1,222.556,0.0755,-0.0039,12.819,0.0,-23.732,nan,nan,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,2,445.113,0.1239,0.0014,6.231,-0.006,-18.598,18.659,-17.769,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,3,667.669,-0.0312,-0.0004,4.214,-0.001,-23.39,19.246,-17.676,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,4,890.225,-0.2075,-0.0012,3.651,-0.054,-11.761,5.665,-6.779,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,5,1112.781,-15.1971,0.0003,2.802,-25.829,-18.555,-10.077,-9.478,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,6,1335.338,-20.2402,-0.0004,1.891,-15.299,-13.183,-23.446,-2.588,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,7,1557.894,-5.2612,0.0006,2.526,-1.236,-7.379,-0.265,-1.132,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,8,1780.45,-18.6057,0.0001,1.44,-13.549,-28.098,-21.094,-4.097,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,9,2003.006,-22.8579,-0.0004,1.443,-32.439,-5.447,-27.451,-2.918,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,10,2225.563,-1.8029,0.0003,1.319,-3.945,-2.532,-5.48,-1.768,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,11,2448.119,-6.7702,-0.0,1.056,-5.77,-21.088,-3.093,-1.066,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,0,222.5563,12,2670.675,-31.4882,-0.0004,1.012,-17.234,-20.406,-20.606,-12.498,-5.2483,0.0878
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,1,222.556,-0.0704,-0.0039,12.997,-0.001,-27.07,nan,nan,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,2,445.113,0.0213,0.0014,6.409,-0.0,-24.515,nan,nan,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,3,667.669,-0.0251,-0.0004,4.214,0.0,-21.513,-13.758,-15.539,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,4,890.225,-0.2092,-0.0012,3.428,-0.053,-14.7,5.177,-7.061,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,5,1112.781,-14.6648,0.0003,2.693,-23.804,-10.404,-8.036,-8.555,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,6,1335.338,-25.2459,-0.0004,3.071,-5.933,-4.655,-16.542,-0.915,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,7,1557.894,-0.5732,0.0006,1.832,-1.114,-5.091,21.626,-0.44,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,8,1780.45,-27.6116,0.0001,2.985,-6.515,-15.168,-11.837,-0.767,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,9,2003.006,-22.1787,-0.0004,1.944,-11.053,-10.39,-4.431,-6.343,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,10,2225.563,-2.3312,0.0003,1.694,-3.702,-11.182,-18.136,-3.192,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,11,2448.119,0.0547,-0.0,1.958,-0.009,-20.568,-4.7,-1.776,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,1,222.5563,12,2670.675,-31.4929,-0.0004,1.043,-32.202,-18.527,-18.595,-14.352,-3.3378,-0.0601
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,1,222.556,0.0759,-0.0039,12.64,0.0,-24.841,nan,nan,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,2,445.113,-0.076,0.0014,6.41,-0.001,-22.578,nan,nan,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,3,667.669,-0.17,-0.0004,4.273,-0.02,-12.15,-24.198,-10.36,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,4,890.225,-0.0912,-0.0012,3.249,-0.013,-18.248,-27.934,-17.192,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,5,1112.781,-10.8632,0.0003,8.615,-16.929,-14.862,-26.848,-7.935,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,6,1335.338,-21.6573,-0.0004,3.515,-7.988,-0.091,-7.309,-4.794,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,7,1557.894,-5.9834,0.0006,2.552,-13.235,-6.281,11.094,-6.246,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,8,1780.45,-14.3728,0.0001,1.616,-8.966,-3.896,-23.078,-0.266,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,9,2003.006,-18.5834,-0.0004,1.72,-10.607,-12.342,-10.889,-2.653,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,10,2225.563,-5.6463,0.0003,1.59,-9.878,-2.342,-12.532,-1.333,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,11,2448.119,-9.9035,-0.0,1.595,-39.942,-35.752,-3.531,-1.208,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,20.0,2,222.5563,12,2670.675,-31.4516,-0.0004,1.103,-31.46,-19.179,-35.565,-13.605,-2.222,-0.0173
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,1,225.142,1.6634,-0.004,12.482,-0.199,-22.933,-18.333,-15.657,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,2,450.285,0.1991,0.0012,5.807,-0.017,-27.901,-9.905,-10.18,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,3,675.427,0.3122,-0.0005,6.983,-0.038,-14.221,-43.596,-13.51,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,4,900.569,1.4014,0.0012,3.649,-2.213,-14.986,-24.614,-3.894,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,5,1125.711,65.2638,0.0002,4.068,-15.408,-26.483,-34.2,-3.24,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,6,1350.854,-41.0257,-0.0005,3.244,-23.762,-0.917,61.331,-0.084,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,7,1575.996,-1.453,0.0005,1.938,-6.716,-23.814,-27.045,-13.141,-1900.9497,-1897.2899
encodec,3.0kbps,24000,tone,220.0,40.0,0,225.1423,8,1801.138,-31.3088,-0.0001,2.195,-13.79,-13.323,28.801,-5.883,-1900.9497,-1897.2899
